experiment,playerID,idsubj,period,session,group,player,cont,othercont,profit,preftype,sequencePC,belief,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,u,predictedcontribution,firstcont,initialbelief,Lcont,L2cont,L3cont,Lothercont,L2othercont,L3othercont
"Fischbaer & Gächter 2010",97,505,9,5,2,5,0,0,20,1,1,3,0,0,0,0,2,4,4,5,7,8,8,9,10,10,12,0,16,5,18,10,20,12,0,0,6,0,0,0,3,0,4
"Fischbaer & Gächter 2010",97,505,10,5,5,5,0,0,20,1,1,1,0,0,0,0,2,4,4,5,7,8,8,9,10,10,12,0,16,5,18,10,20,12,0,0,6,0,0,0,0,3,0
"Fischbaer & Gächter 2010",98,506,1,5,3,6,7,8,25,1,1,5,0,0,0,1,2,2,3,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,2,7,5,,,,,,
"Fischbaer & Gächter 2010",98,506,2,5,4,6,7,4,20.6,1,1,10,0,0,0,1,2,2,3,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,4,7,5,7,,,8,,
"Fischbaer & Gächter 2010",98,506,3,5,4,6,7,4,20.6,1,1,6,0,0,0,1,2,2,3,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,3,7,5,7,7,,4,8,
"Fischbaer & Gächter 2010",98,506,4,5,2,6,6,5,22.8,1,1,5,0,0,0,1,2,2,3,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,2,7,5,7,7,7,4,4,8
"Fischbaer & Gächter 2010",98,506,5,5,3,6,4,12,31.6,1,1,5,0,0,0,1,2,2,3,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,2,7,5,6,7,7,5,4,4
"Fischbaer & Gächter 2010",98,506,6,5,2,6,4,10,29.2,1,1,7,0,0,0,1,2,2,3,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,3,7,5,4,6,7,12,5,4
"Fischbaer & Gächter 2010",98,506,7,5,3,6,5,2,19,1,1,5,0,0,0,1,2,2,3,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,2,7,5,4,4,6,10,12,5
"Fischbaer & Gächter 2010",98,506,8,5,5,6,3,10,30.2,1,1,4,0,0,0,1,2,2,3,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,2,7,5,5,4,4,2,10,12
"Fischbaer & Gächter 2010",98,506,9,5,4,6,4,1,18.4,1,1,5,0,0,0,1,2,2,3,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,2,7,5,3,5,4,10,2,10
"Fischbaer & Gächter 2010",98,506,10,5,1,6,3,2,20.2,1,1,3,0,0,0,1,2,2,3,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,1,7,5,4,3,5,1,10,2
"Fischbaer & Gächter 2010",99,507,1,5,5,7,10,6,21.2,1,1,10,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,10,10,10,,,,,,
"Fischbaer & Gächter 2010",99,507,2,5,6,7,5,8,27,1,1,6,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,6,10,10,10,,,6,,
"Fischbaer & Gächter 2010",99,507,3,5,2,7,10,2,16,1,1,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,8,10,10,5,10,,8,6,
"Fischbaer & Gächter 2010",99,507,4,5,3,7,0,6,26.8,1,1,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,5,10,10,10,5,10,2,8,6
"Fischbaer & Gächter 2010",99,507,5,5,6,7,5,5,23,1,1,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,5,10,10,0,10,5,6,2,8
"Fischbaer & Gächter 2010",99,507,6,5,1,7,5,3,20.2,1,1,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,5,10,10,5,0,10,5,6,2
"Fischbaer & Gächter 2010",99,507,7,5,5,7,0,7,28.8,1,1,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,4,10,10,5,5,0,3,5,6
"Fischbaer & Gächter 2010",99,507,8,5,6,7,5,2,19.8,1,1,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,5,10,10,0,5,5,7,3,5
"Fischbaer & Gächter 2010",99,507,9,5,3,7,0,3,23.2,1,1,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,3,10,10,5,0,5,2,7,3
"Fischbaer & Gächter 2010",99,507,10,5,4,7,0,6,27.6,1,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,2,10,10,0,5,0,3,2,7
"Fischbaer & Gächter 2010",100,508,1,5,6,8,0,9,31.2,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,,,,,,
"Fischbaer & Gächter 2010",100,508,2,5,1,8,2,9,29.2,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,,,9,,
"Fischbaer & Gächter 2010",100,508,3,5,1,8,0,8,29.2,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,2,0,,9,9,
"Fischbaer & Gächter 2010",100,508,4,5,2,8,0,7,28.8,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,2,0,8,9,9
"Fischbaer & Gächter 2010",100,508,5,5,3,8,20,6,15.6,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,2,7,8,9
"Fischbaer & Gächter 2010",100,508,6,5,6,8,0,4,24.8,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,20,0,0,6,7,8
"Fischbaer & Gächter 2010",100,508,7,5,5,8,10,4,18.8,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,20,0,4,6,7
"Fischbaer & Gächter 2010",100,508,8,5,4,8,8,3,18.8,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,10,0,20,4,4,6
"Fischbaer & Gächter 2010",100,508,9,5,1,8,0,7,28.8,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,8,10,0,3,4,4
"Fischbaer & Gächter 2010",100,508,10,5,5,8,0,0,20,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,8,10,7,3,4
"Fischbaer & Gächter 2010",101,509,1,5,6,9,0,9,31.2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,8,,,,,,
"Fischbaer & Gächter 2010",101,509,2,5,3,9,0,11,32.8,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,8,0,,,9,,
"Fischbaer & Gächter 2010",101,509,3,5,2,9,0,5,26,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,8,0,0,,11,9,
"Fischbaer & Gächter 2010",101,509,4,5,1,9,0,6,26.8,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,8,0,0,0,5,11,9
"Fischbaer & Gächter 2010",101,509,5,5,6,9,0,7,28,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,8,0,0,0,6,5,11
"Fischbaer & Gächter 2010",101,509,6,5,5,9,0,2,22,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,8,0,0,0,7,6,5
"Fischbaer & Gächter 2010",101,509,7,5,3,9,0,3,24,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,8,0,0,0,2,7,6
"Fischbaer & Gächter 2010",101,509,8,5,2,9,0,10,32.4,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,8,0,0,0,3,2,7
"Fischbaer & Gächter 2010",101,509,9,5,5,9,0,5,25.6,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,8,0,0,0,10,3,2
"Fischbaer & Gächter 2010",101,509,10,5,2,9,0,3,23.2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,8,0,0,0,5,10,3
"Fischbaer & Gächter 2010",102,510,1,5,3,10,15,5,17,1,1,17,0,0,1,2,3,4,5,6,7,0,0,10,11,12,13,14,15,16,20,20,20,16,16,15,17,,,,,,
"Fischbaer & Gächter 2010",102,510,2,5,6,10,15,5,17,1,1,15,0,0,1,2,3,4,5,6,7,0,0,10,11,12,13,14,15,16,20,20,20,16,14,15,17,15,,,5,,
"Fischbaer & Gächter 2010",102,510,3,5,3,10,3,3,22.2,1,1,10,0,0,1,2,3,4,5,6,7,0,0,10,11,12,13,14,15,16,20,20,20,16,0,15,17,15,15,,5,5,
"Fischbaer & Gächter 2010",102,510,4,5,1,10,5,4,21.8,1,1,7,0,0,1,2,3,4,5,6,7,0,0,10,11,12,13,14,15,16,20,20,20,16,6,15,17,3,15,15,3,5,5
"Fischbaer & Gächter 2010",102,510,5,5,5,10,0,1,21.6,1,1,4,0,0,1,2,3,4,5,6,7,0,0,10,11,12,13,14,15,16,20,20,20,16,3,15,17,5,3,15,4,3,5
"Fischbaer & Gächter 2010",102,510,6,5,1,10,0,4,25.2,1,1,3,0,0,1,2,3,4,5,6,7,0,0,10,11,12,13,14,15,16,20,20,20,16,2,15,17,0,5,3,1,4,3
"Fischbaer & Gächter 2010",102,510,7,5,4,10,0,2,22,1,1,4,0,0,1,2,3,4,5,6,7,0,0,10,11,12,13,14,15,16,20,20,20,16,3,15,17,0,0,5,4,1,4
"Fischbaer & Gächter 2010",102,510,8,5,2,10,1,10,31.4,1,1,2,0,0,1,2,3,4,5,6,7,0,0,10,11,12,13,14,15,16,20,20,20,16,1,15,17,0,0,0,2,4,1
"Fischbaer & Gächter 2010",102,510,9,5,4,10,2,1,20.4,1,1,10,0,0,1,2,3,4,5,6,7,0,0,10,11,12,13,14,15,16,20,20,20,16,0,15,17,1,0,0,10,2,4
"Fischbaer & Gächter 2010",102,510,10,5,3,10,0,3,23.6,1,1,3,0,0,1,2,3,4,5,6,7,0,0,10,11,12,13,14,15,16,20,20,20,16,2,15,17,2,1,0,1,10,2
"Fischbaer & Gächter 2010",103,511,1,5,2,11,3,13,34.2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,,,,,,
"Fischbaer & Gächter 2010",103,511,2,5,6,11,5,8,27,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,3,,,13,,
"Fischbaer & Gächter 2010",103,511,3,5,5,11,12,7,20.8,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,5,3,,8,13,
"Fischbaer & Gächter 2010",103,511,4,5,2,11,4,6,24.8,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,12,5,3,7,8,13
"Fischbaer & Gächter 2010",103,511,5,5,6,11,4,5,24,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,4,12,5,6,7,8
"Fischbaer & Gächter 2010",103,511,6,5,6,11,0,4,24.8,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,4,4,12,5,6,7
"Fischbaer & Gächter 2010",103,511,7,5,6,11,2,13,34.8,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,4,4,4,5,6
"Fischbaer & Gächter 2010",103,511,8,5,5,11,10,8,23.2,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,2,0,4,13,4,5
"Fischbaer & Gächter 2010",103,511,9,5,6,11,2,7,26.8,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,10,2,0,8,13,4
"Fischbaer & Gächter 2010",103,511,10,5,3,11,3,2,20.6,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,2,10,2,7,8,13
"Fischbaer & Gächter 2010",104,512,1,5,2,12,0,14,37.2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,,,,,,
"Fischbaer & Gächter 2010",104,512,2,5,5,12,0,6,27.6,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,,,14,,
"Fischbaer & Gächter 2010",104,512,3,5,3,12,0,4,25.2,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,,6,14,
"Fischbaer & Gächter 2010",104,512,4,5,6,12,0,3,24,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,4,6,14
"Fischbaer & Gächter 2010",104,512,5,5,2,12,0,7,28,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,3,4,6
"Fischbaer & Gächter 2010",104,512,6,5,4,12,0,13,36,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,7,3,4
"Fischbaer & Gächter 2010",104,512,7,5,1,12,0,0,20.4,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,13,7,3
"Fischbaer & Gächter 2010",104,512,8,5,1,12,0,3,23.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,13,7
"Fischbaer & Gächter 2010",104,512,9,5,1,12,0,7,28.8,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,3,0,13
"Fischbaer & Gächter 2010",104,512,10,5,1,12,0,3,23.2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,7,3,0
"Fischbaer & Gächter 2010",105,513,1,5,1,13,16,11,24,1,1,16,0,1,2,4,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,20,12,16,16,16,,,,,,
"Fischbaer & Gächter 2010",105,513,2,5,2,13,14,8,20.8,1,1,14,0,1,2,4,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,20,12,14,16,16,16,,,11,,
"Fischbaer & Gächter 2010",105,513,3,5,1,13,10,4,19.2,1,1,8,0,1,2,4,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,20,12,8,16,16,14,16,,8,11,
"Fischbaer & Gächter 2010",105,513,4,5,6,13,0,3,24,1,1,3,0,1,2,4,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,20,12,4,16,16,10,14,16,4,8,11
"Fischbaer & Gächter 2010",105,513,5,5,4,13,2,5,25.2,1,1,2,0,1,2,4,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,20,12,2,16,16,0,10,14,3,4,8
"Fischbaer & Gächter 2010",105,513,6,5,3,13,4,1,18.4,1,1,4,0,1,2,4,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,20,12,4,16,16,2,0,10,5,3,4
"Fischbaer & Gächter 2010",105,513,7,5,4,13,0,2,22,1,1,1,0,1,2,4,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,20,12,1,16,16,4,2,0,1,5,3
"Fischbaer & Gächter 2010",105,513,8,5,1,13,2,2,21.6,1,1,2,0,1,2,4,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,20,12,2,16,16,0,4,2,2,1,5
"Fischbaer & Gächter 2010",105,513,9,5,3,13,3,2,20.2,1,1,2,0,1,2,4,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,20,12,2,16,16,2,0,4,2,2,1
"Fischbaer & Gächter 2010",105,513,10,5,2,13,2,2,21.2,1,1,2,0,1,2,4,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,20,12,2,16,16,3,2,0,2,2,2
"Fischbaer & Gächter 2010",106,514,1,5,1,14,10,13,30,1,1,10,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,7,10,10,10,,,,,,
"Fischbaer & Gächter 2010",106,514,2,5,5,14,14,2,13.6,1,1,15,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,7,15,10,10,10,,,13,,
"Fischbaer & Gächter 2010",106,514,3,5,6,14,9,9,25.8,1,1,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,7,8,10,10,14,10,,2,13,
"Fischbaer & Gächter 2010",106,514,4,5,5,14,10,12,28,1,1,10,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,7,10,10,10,9,14,10,9,2,13
"Fischbaer & Gächter 2010",106,514,5,5,6,14,11,3,17,1,1,11,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,7,11,10,10,10,9,14,12,9,2
"Fischbaer & Gächter 2010",106,514,6,5,2,14,9,8,24.2,1,1,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,7,8,10,10,11,10,9,3,12,9
"Fischbaer & Gächter 2010",106,514,7,5,5,14,9,4,19.8,1,1,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,7,8,10,10,9,11,10,8,3,12
"Fischbaer & Gächter 2010",106,514,8,5,1,14,7,1,16.6,1,1,6,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,7,6,10,10,9,9,11,4,8,3
"Fischbaer & Gächter 2010",106,514,9,5,3,14,2,2,21.2,1,1,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,7,3,10,10,7,9,9,1,4,8
"Fischbaer & Gächter 2010",106,514,10,5,3,14,3,2,20.6,1,1,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,7,3,10,10,2,7,9,2,1,4
"Fischbaer & Gächter 2010",107,515,1,5,3,15,0,10,32,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,,,
"Fischbaer & Gächter 2010",107,515,2,5,4,15,0,6,27.6,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,,10,,
"Fischbaer & Gächter 2010",107,515,3,5,3,15,0,4,25.2,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,6,10,
"Fischbaer & Gächter 2010",107,515,4,5,3,15,0,6,26.8,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,6,10
"Fischbaer & Gächter 2010",107,515,5,5,2,15,0,7,28,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,4,6
"Fischbaer & Gächter 2010",107,515,6,5,4,15,0,13,36,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,6,4
"Fischbaer & Gächter 2010",107,515,7,5,2,15,0,1,20.8,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,7,6
"Fischbaer & Gächter 2010",107,515,8,5,3,15,0,2,22.4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,13,7
"Fischbaer & Gächter 2010",107,515,9,5,6,15,0,7,28.8,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,1,13
"Fischbaer & Gächter 2010",107,515,10,5,4,15,0,6,27.6,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,2,1
"Fischbaer & Gächter 2010",108,516,1,5,2,16,20,8,17.2,4,1,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,18,,,,,,
"Fischbaer & Gächter 2010",108,516,2,5,1,16,20,3,11.2,4,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,18,20,,,8,,
"Fischbaer & Gächter 2010",108,516,3,5,5,16,20,4,12.8,4,1,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,18,20,20,,3,8,
"Fischbaer & Gächter 2010",108,516,4,5,3,16,15,1,11.8,4,1,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,18,20,20,20,4,3,8
"Fischbaer & Gächter 2010",108,516,5,5,3,16,15,8,20.6,4,1,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,18,15,20,20,1,4,3
"Fischbaer & Gächter 2010",108,516,6,5,4,16,20,7,16,4,1,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,18,15,15,20,8,1,4
"Fischbaer & Gächter 2010",108,516,7,5,6,16,20,7,16.8,4,1,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,18,20,15,15,7,8,1
"Fischbaer & Gächter 2010",108,516,8,5,2,16,20,4,12.4,4,1,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,18,20,20,15,7,7,8
"Fischbaer & Gächter 2010",108,516,9,5,6,16,20,1,8.8,4,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,18,20,20,20,4,7,7
"Fischbaer & Gächter 2010",108,516,10,5,4,16,15,1,12.6,4,1,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,18,20,20,20,1,4,7
"Fischbaer & Gächter 2010",109,517,1,5,1,17,4,15,36,3,1,6,0,0,1,2,3,4,5,6,7,8,8,8,7,6,5,4,3,2,1,0,0,8,5,4,6,,,,,,
"Fischbaer & Gächter 2010",109,517,2,5,2,17,5,11,29.8,3,1,8,0,0,1,2,3,4,5,6,7,8,8,8,7,6,5,4,3,2,1,0,0,8,7,4,6,4,,,15,,
"Fischbaer & Gächter 2010",109,517,3,5,1,17,6,6,23.2,3,1,11,0,0,1,2,3,4,5,6,7,8,8,8,7,6,5,4,3,2,1,0,0,8,8,4,6,5,4,,11,15,
"Fischbaer & Gächter 2010",109,517,4,5,4,17,4,4,22,3,1,7,0,0,1,2,3,4,5,6,7,8,8,8,7,6,5,4,3,2,1,0,0,8,6,4,6,6,5,4,6,11,15
"Fischbaer & Gächter 2010",109,517,5,5,1,17,3,1,19,3,1,5,0,0,1,2,3,4,5,6,7,8,8,8,7,6,5,4,3,2,1,0,0,8,4,4,6,4,6,5,4,6,11
"Fischbaer & Gächter 2010",109,517,6,5,5,17,0,2,22,3,1,2,0,0,1,2,3,4,5,6,7,8,8,8,7,6,5,4,3,2,1,0,0,8,1,4,6,3,4,6,1,4,6
"Fischbaer & Gächter 2010",109,517,7,5,3,17,1,3,23,3,1,2,0,0,1,2,3,4,5,6,7,8,8,8,7,6,5,4,3,2,1,0,0,8,1,4,6,0,3,4,2,1,4
"Fischbaer & Gächter 2010",109,517,8,5,4,17,1,5,25.8,3,1,3,0,0,1,2,3,4,5,6,7,8,8,8,7,6,5,4,3,2,1,0,0,8,2,4,6,1,0,3,3,2,1
"Fischbaer & Gächter 2010",109,517,9,5,5,17,3,4,22.6,3,1,4,0,0,1,2,3,4,5,6,7,8,8,8,7,6,5,4,3,2,1,0,0,8,3,4,6,1,1,0,5,3,2
"Fischbaer & Gächter 2010",109,517,10,5,3,17,3,2,20.6,3,1,4,0,0,1,2,3,4,5,6,7,8,8,8,7,6,5,4,3,2,1,0,0,8,3,4,6,3,1,1,4,5,3
"Fischbaer & Gächter 2010",110,518,1,5,3,18,8,7,24,1,1,9,0,1,3,4,5,6,8,10,10,10,10,9,8,7,14,15,15,12,14,15,15,8,10,8,9,,,,,,
"Fischbaer & Gächter 2010",110,518,2,5,3,18,6,9,26.8,1,1,7,0,1,3,4,5,6,8,10,10,10,10,9,8,7,14,15,15,12,14,15,15,8,10,8,9,8,,,7,,
"Fischbaer & Gächter 2010",110,518,3,5,6,18,8,10,26.8,1,1,8,0,1,3,4,5,6,8,10,10,10,10,9,8,7,14,15,15,12,14,15,15,8,10,8,9,6,8,,9,7,
"Fischbaer & Gächter 2010",110,518,4,5,1,18,10,2,16.8,1,1,9,0,1,3,4,5,6,8,10,10,10,10,9,8,7,14,15,15,12,14,15,15,8,10,8,9,8,6,8,10,9,7
"Fischbaer & Gächter 2010",110,518,5,5,4,18,6,4,21.2,1,1,8,0,1,3,4,5,6,8,10,10,10,10,9,8,7,14,15,15,12,14,15,15,8,10,8,9,10,8,6,2,10,9
"Fischbaer & Gächter 2010",110,518,6,5,5,18,5,0,17,1,1,4,0,1,3,4,5,6,8,10,10,10,10,9,8,7,14,15,15,12,14,15,15,8,5,8,9,6,10,8,4,2,10
"Fischbaer & Gächter 2010",110,518,7,5,2,18,1,0,19.8,1,1,2,0,1,3,4,5,6,8,10,10,10,10,9,8,7,14,15,15,12,14,15,15,8,3,8,9,5,6,10,0,4,2
"Fischbaer & Gächter 2010",110,518,8,5,3,18,0,2,22.4,1,1,1,0,1,3,4,5,6,8,10,10,10,10,9,8,7,14,15,15,12,14,15,15,8,1,8,9,1,5,6,0,0,4
"Fischbaer & Gächter 2010",110,518,9,5,2,18,0,0,20,1,1,1,0,1,3,4,5,6,8,10,10,10,10,9,8,7,14,15,15,12,14,15,15,8,1,8,9,0,1,5,2,0,0
"Fischbaer & Gächter 2010",110,518,10,5,5,18,0,0,20,1,1,0,0,1,3,4,5,6,8,10,10,10,10,9,8,7,14,15,15,12,14,15,15,8,0,8,9,0,0,1,0,2,0
"Fischbaer & Gächter 2010",111,519,1,5,5,19,4,8,27.2,4,1,20,0,0,0,1,2,2,2,3,3,1,2,3,2,2,2,0,2,3,0,0,0,5,0,4,20,,,,,,
"Fischbaer & Gächter 2010",111,519,2,5,3,19,6,9,26.8,4,1,6,0,0,0,1,2,2,2,3,3,1,2,3,2,2,2,0,2,3,0,0,0,5,2,4,20,4,,,8,,
"Fischbaer & Gächter 2010",111,519,3,5,4,19,6,4,21.6,4,1,8,0,0,0,1,2,2,2,3,3,1,2,3,2,2,2,0,2,3,0,0,0,5,3,4,20,6,4,,9,8,
