experiment,playerID,idsubj,period,session,group,player,cont,othercont,profit,preftype,sequencePC,belief,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,u,predictedcontribution,firstcont,initialbelief,Lcont,L2cont,L3cont,Lothercont,L2othercont,L3othercont
"Fischbaer & Gächter 2010",70,402,9,4,5,2,5,3,20.2,1,0,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,5,5,8,5,5,3,5,7,3
"Fischbaer & Gächter 2010",70,402,10,4,6,2,3,1,19,1,0,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,5,5,8,5,5,5,3,5,7
"Fischbaer & Gächter 2010",71,403,1,4,2,3,0,4,24.8,1,0,7,0,0,0,1,2,3,5,7,5,10,12,13,15,16,17,17,18,18,19,19,20,12,7,0,7,,,,,,
"Fischbaer & Gächter 2010",71,403,2,4,3,3,2,4,23.2,1,0,5,0,0,0,1,2,3,5,7,5,10,12,13,15,16,17,17,18,18,19,19,20,12,3,0,7,0,,,4,,
"Fischbaer & Gächter 2010",71,403,3,4,6,3,1,7,28.2,1,0,4,0,0,0,1,2,3,5,7,5,10,12,13,15,16,17,17,18,18,19,19,20,12,2,0,7,2,0,,4,4,
"Fischbaer & Gächter 2010",71,403,4,4,5,3,0,5,26,1,0,6,0,0,0,1,2,3,5,7,5,10,12,13,15,16,17,17,18,18,19,19,20,12,5,0,7,1,2,0,7,4,4
"Fischbaer & Gächter 2010",71,403,5,4,2,3,2,5,25.2,1,0,6,0,0,0,1,2,3,5,7,5,10,12,13,15,16,17,17,18,18,19,19,20,12,5,0,7,0,1,2,5,7,4
"Fischbaer & Gächter 2010",71,403,6,4,4,3,0,3,23.6,1,0,6,0,0,0,1,2,3,5,7,5,10,12,13,15,16,17,17,18,18,19,19,20,12,5,0,7,2,0,1,5,5,7
"Fischbaer & Gächter 2010",71,403,7,4,6,3,2,9,29.6,1,0,4,0,0,0,1,2,3,5,7,5,10,12,13,15,16,17,17,18,18,19,19,20,12,2,0,7,0,2,0,3,5,5
"Fischbaer & Gächter 2010",71,403,8,4,5,3,0,3,23.6,1,0,6,0,0,0,1,2,3,5,7,5,10,12,13,15,16,17,17,18,18,19,19,20,12,5,0,7,2,0,2,9,3,5
"Fischbaer & Gächter 2010",71,403,9,4,1,3,2,4,24,1,0,5,0,0,0,1,2,3,5,7,5,10,12,13,15,16,17,17,18,18,19,19,20,12,3,0,7,0,2,0,3,9,3
"Fischbaer & Gächter 2010",71,403,10,4,6,3,0,2,22,1,0,6,0,0,0,1,2,3,5,7,5,10,12,13,15,16,17,17,18,18,19,19,20,12,5,0,7,2,0,2,4,3,9
"Fischbaer & Gächter 2010",72,404,1,4,5,4,15,8,21,1,0,10,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,10,15,10,,,,,,
"Fischbaer & Gächter 2010",72,404,2,4,4,4,18,13,24.8,1,0,15,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,15,15,10,15,,,8,,
"Fischbaer & Gächter 2010",72,404,3,4,3,4,20,2,10.4,1,0,15,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,15,15,10,18,15,,13,8,
"Fischbaer & Gächter 2010",72,404,4,4,6,4,10,10,26,1,0,10,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,10,15,10,20,18,15,2,13,8
"Fischbaer & Gächter 2010",72,404,5,4,4,4,10,6,21.2,1,0,12,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,12,15,10,10,20,18,10,2,13
"Fischbaer & Gächter 2010",72,404,6,4,1,4,12,7,20.8,1,0,10,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,10,15,10,10,10,20,6,10,2
"Fischbaer & Gächter 2010",72,404,7,4,4,4,10,7,22,1,0,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,8,15,10,12,10,10,7,6,10
"Fischbaer & Gächter 2010",72,404,8,4,3,4,10,3,17.6,1,0,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,7,15,10,10,12,10,7,7,6
"Fischbaer & Gächter 2010",72,404,9,4,5,4,8,2,17.2,1,0,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,5,15,10,10,10,12,3,7,7
"Fischbaer & Gächter 2010",72,404,10,4,2,4,0,7,28,1,0,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,7,15,10,8,10,10,2,3,7
"Fischbaer & Gächter 2010",73,405,1,4,4,5,20,6,15.6,1,0,20,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,20,20,20,,,,,,
"Fischbaer & Gächter 2010",73,405,2,4,1,5,20,7,16.8,1,0,20,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,20,20,20,20,,,6,,
"Fischbaer & Gächter 2010",73,405,3,4,5,5,20,6,14.8,1,0,17,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,17,20,20,20,20,,7,6,
"Fischbaer & Gächter 2010",73,405,4,4,5,5,0,5,26,1,0,10,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,10,20,20,20,20,20,6,7,6
"Fischbaer & Gächter 2010",73,405,5,4,5,5,2,2,21.2,1,0,12,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,12,20,20,0,20,20,5,6,7
"Fischbaer & Gächter 2010",73,405,6,4,6,5,2,3,22,1,0,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,2,20,20,2,0,20,2,5,6
"Fischbaer & Gächter 2010",73,405,7,4,1,5,18,2,12,1,0,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,3,20,20,2,2,0,3,2,5
"Fischbaer & Gächter 2010",73,405,8,4,1,5,2,8,28,1,0,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,3,20,20,18,2,2,2,3,2
"Fischbaer & Gächter 2010",73,405,9,4,2,5,2,9,29.6,1,0,6,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,6,20,20,2,18,2,8,2,3
"Fischbaer & Gächter 2010",73,405,10,4,5,5,8,1,16.4,1,0,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,8,20,20,2,2,18,9,8,2
"Fischbaer & Gächter 2010",74,406,1,4,3,6,20,5,14.4,1,0,10,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,10,20,10,,,,,,
"Fischbaer & Gächter 2010",74,406,2,4,4,6,20,12,22.8,1,0,12,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,12,20,10,20,,,5,,
"Fischbaer & Gächter 2010",74,406,3,4,4,6,1,4,24.2,1,0,12,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,12,20,10,20,20,,12,5,
"Fischbaer & Gächter 2010",74,406,4,4,2,6,1,3,22.6,1,0,8,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,8,20,10,1,20,20,4,12,5
"Fischbaer & Gächter 2010",74,406,5,4,3,6,1,3,23.4,1,0,3,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,3,20,10,1,1,20,3,4,12
"Fischbaer & Gächter 2010",74,406,6,4,2,6,1,8,29.4,1,0,3,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,3,20,10,1,1,1,3,3,4
"Fischbaer & Gächter 2010",74,406,7,4,3,6,1,2,21.4,1,0,7,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,7,20,10,1,1,1,8,3,3
"Fischbaer & Gächter 2010",74,406,8,4,5,6,1,3,22.6,1,0,2,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,2,20,10,1,1,1,2,8,3
"Fischbaer & Gächter 2010",74,406,9,4,4,6,1,3,23,1,0,3,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,3,20,10,1,1,1,3,2,8
"Fischbaer & Gächter 2010",74,406,10,4,1,6,1,1,20.2,1,0,3,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,3,20,10,1,1,1,3,3,2
"Fischbaer & Gächter 2010",75,407,1,4,5,7,15,8,21,1,0,15,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5,6,6,6,7,10,5,15,15,,,,,,
"Fischbaer & Gächter 2010",75,407,2,4,6,7,20,0,8,1,0,18,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5,6,6,6,7,10,6,15,15,15,,,8,,
"Fischbaer & Gächter 2010",75,407,3,4,2,7,20,7,16,1,0,13,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5,6,6,6,7,10,5,15,15,20,15,,0,8,
"Fischbaer & Gächter 2010",75,407,4,4,3,7,20,5,14.4,1,0,20,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5,6,6,6,7,10,7,15,15,20,20,15,7,0,8
"Fischbaer & Gächter 2010",75,407,5,4,6,7,20,9,19.2,1,0,20,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5,6,6,6,7,10,7,15,15,20,20,20,5,7,0
"Fischbaer & Gächter 2010",75,407,6,4,1,7,20,4,12.8,1,0,20,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5,6,6,6,7,10,7,15,15,20,20,20,9,5,7
"Fischbaer & Gächter 2010",75,407,7,4,5,7,20,2,10.4,1,0,20,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5,6,6,6,7,10,7,15,15,20,20,20,4,9,5
"Fischbaer & Gächter 2010",75,407,8,4,6,7,20,3,12,1,0,20,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5,6,6,6,7,10,7,15,15,20,20,20,2,4,9
"Fischbaer & Gächter 2010",75,407,9,4,3,7,15,7,19,1,0,15,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5,6,6,6,7,10,5,15,15,20,20,20,3,2,4
"Fischbaer & Gächter 2010",75,407,10,4,4,7,15,1,12.2,1,0,10,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5,6,6,6,7,10,4,15,15,15,20,20,7,3,2
"Fischbaer & Gächter 2010",76,408,1,4,6,8,0,9,30.4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,
"Fischbaer & Gächter 2010",76,408,2,4,1,8,0,14,36.8,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,9,,
"Fischbaer & Gächter 2010",76,408,3,4,1,8,0,14,36.8,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,14,9,
"Fischbaer & Gächter 2010",76,408,4,4,2,8,0,3,23.6,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,14,9
"Fischbaer & Gächter 2010",76,408,5,4,3,8,0,4,24.4,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,14,14
"Fischbaer & Gächter 2010",76,408,6,4,6,8,0,3,24,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,14
"Fischbaer & Gächter 2010",76,408,7,4,5,8,0,9,30.4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,3
"Fischbaer & Gächter 2010",76,408,8,4,4,8,0,6,27.2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,3,4
"Fischbaer & Gächter 2010",76,408,9,4,1,8,0,5,26,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,9,3
"Fischbaer & Gächter 2010",76,408,10,4,5,8,0,4,24.4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,9
"Fischbaer & Gächter 2010",77,409,1,4,6,9,10,5,20.4,1,0,10,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,10,10,10,20,20,20,2,0,10,10,,,,,,
"Fischbaer & Gächter 2010",77,409,2,4,3,9,5,3,20.2,1,0,12,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,10,10,10,20,20,20,2,5,10,10,10,,,5,,
"Fischbaer & Gächter 2010",77,409,3,4,2,9,0,13,36,1,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,10,10,10,20,20,20,2,0,10,10,5,10,,3,5,
"Fischbaer & Gächter 2010",77,409,4,4,1,9,5,4,21.8,1,0,10,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,10,10,10,20,20,20,2,0,10,10,0,5,10,13,3,5
"Fischbaer & Gächter 2010",77,409,5,4,6,9,20,9,19.2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,10,10,10,20,20,20,2,0,10,10,5,0,5,4,13,3
"Fischbaer & Gächter 2010",77,409,6,4,5,9,0,3,24,1,0,10,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,10,10,10,20,20,20,2,0,10,10,20,5,0,9,4,13
"Fischbaer & Gächter 2010",77,409,7,4,3,9,4,1,18.4,1,0,9,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,10,10,10,20,20,20,2,0,10,10,0,20,5,3,9,4
"Fischbaer & Gächter 2010",77,409,8,4,2,9,20,3,11.2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,10,10,10,20,20,20,2,0,10,10,4,0,20,1,3,9
"Fischbaer & Gächter 2010",77,409,9,4,5,9,0,4,25.2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,10,10,10,20,20,20,2,0,10,10,20,4,0,3,1,3
"Fischbaer & Gächter 2010",77,409,10,4,2,9,0,7,28,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,10,10,10,20,20,20,2,0,10,10,0,20,4,4,3,1
"Fischbaer & Gächter 2010",78,410,1,4,3,10,10,9,24.4,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,,,,,,
"Fischbaer & Gächter 2010",78,410,2,4,6,10,0,7,28,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,,,9,,
"Fischbaer & Gächter 2010",78,410,3,4,3,10,0,9,30.4,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,,7,9,
"Fischbaer & Gächter 2010",78,410,4,4,1,10,0,6,26.8,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,9,7,9
"Fischbaer & Gächter 2010",78,410,5,4,5,10,0,3,23.2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,6,9,7
"Fischbaer & Gächter 2010",78,410,6,4,1,10,0,11,32.8,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,3,6,9
"Fischbaer & Gächter 2010",78,410,7,4,4,10,0,10,32,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,11,3,6
"Fischbaer & Gächter 2010",78,410,8,4,2,10,0,9,31.2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,10,11,3
"Fischbaer & Gächter 2010",78,410,9,4,4,10,0,3,24,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,9,10,11
"Fischbaer & Gächter 2010",78,410,10,4,3,10,0,1,20.8,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,3,9,10
"Fischbaer & Gächter 2010",79,411,1,4,2,11,0,4,24.8,1,0,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,7,0,7,,,,,,
"Fischbaer & Gächter 2010",79,411,2,4,6,11,0,7,28,1,0,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,4,0,7,0,,,4,,
"Fischbaer & Gächter 2010",79,411,3,4,5,11,0,12,34.8,1,0,6,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,6,0,7,0,0,,7,4,
"Fischbaer & Gächter 2010",79,411,4,4,2,11,0,3,23.6,1,0,6,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,6,0,7,0,0,0,12,7,4
"Fischbaer & Gächter 2010",79,411,5,4,6,11,0,16,39.2,1,0,6,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,6,0,7,0,0,0,3,12,7
"Fischbaer & Gächter 2010",79,411,6,4,6,11,0,3,24,1,0,6,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,6,0,7,0,0,0,16,3,12
"Fischbaer & Gächter 2010",79,411,7,4,6,11,20,3,11.6,1,0,6,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,6,0,7,0,0,0,3,16,3
"Fischbaer & Gächter 2010",79,411,8,4,5,11,0,3,23.6,1,0,6,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,6,0,7,20,0,0,3,3,16
"Fischbaer & Gächter 2010",79,411,9,4,6,11,0,2,22.8,1,0,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,3,0,7,0,20,0,3,3,3
"Fischbaer & Gächter 2010",79,411,10,4,3,11,0,1,20.8,1,0,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,2,0,7,0,0,20,2,3,3
"Fischbaer & Gächter 2010",80,412,1,4,2,12,2,3,22.8,1,0,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,18,18,2,5,2,5,,,,,,
"Fischbaer & Gächter 2010",80,412,2,4,5,12,2,12,32.8,1,0,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,18,18,2,4,2,5,2,,,3,,
"Fischbaer & Gächter 2010",80,412,3,4,3,12,3,8,27.4,1,0,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,18,18,2,5,2,5,2,2,,12,3,
"Fischbaer & Gächter 2010",80,412,4,4,6,12,5,12,31,1,0,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,18,18,2,8,2,5,3,2,2,8,12,3
"Fischbaer & Gächter 2010",80,412,5,4,2,12,4,5,23.2,1,0,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,18,18,2,7,2,5,5,3,2,12,8,12
"Fischbaer & Gächter 2010",80,412,6,4,4,12,2,2,21.6,1,0,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,18,18,2,5,2,5,4,5,3,5,12,8
"Fischbaer & Gächter 2010",80,412,7,4,1,12,2,8,28,1,0,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,18,18,2,2,2,5,2,4,5,2,5,12
"Fischbaer & Gächter 2010",80,412,8,4,1,12,3,7,27,1,0,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,18,18,2,3,2,5,2,2,4,8,2,5
"Fischbaer & Gächter 2010",80,412,9,4,1,12,5,3,21,1,0,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,18,18,2,7,2,5,3,2,2,7,8,2
"Fischbaer & Gächter 2010",80,412,10,4,1,12,2,0,19.2,1,0,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,18,18,2,3,2,5,5,3,2,3,7,8
"Fischbaer & Gächter 2010",81,413,1,4,1,13,15,15,29,1,0,11,0,0,1,2,2,3,4,4,5,6,6,7,8,8,9,10,10,11,12,12,13,15,7,15,11,,,,,,
"Fischbaer & Gächter 2010",81,413,2,4,2,13,15,9,21.8,1,0,13,0,0,1,2,2,3,4,4,5,6,6,7,8,8,9,10,10,11,12,12,13,15,8,15,11,15,,,15,,
"Fischbaer & Gächter 2010",81,413,3,4,1,13,15,9,21.8,1,0,11,0,0,1,2,2,3,4,4,5,6,6,7,8,8,9,10,10,11,12,12,13,15,7,15,11,15,15,,9,15,
"Fischbaer & Gächter 2010",81,413,4,4,6,13,15,8,21,1,0,10,0,0,1,2,2,3,4,4,5,6,6,7,8,8,9,10,10,11,12,12,13,15,6,15,11,15,15,15,9,9,15
"Fischbaer & Gächter 2010",81,413,5,4,4,13,15,4,16.2,1,0,9,0,0,1,2,2,3,4,4,5,6,6,7,8,8,9,10,10,11,12,12,13,15,6,15,11,15,15,15,8,9,9
"Fischbaer & Gächter 2010",81,413,6,4,3,13,10,1,15.2,1,0,7,0,0,1,2,2,3,4,4,5,6,6,7,8,8,9,10,10,11,12,12,13,15,4,15,11,15,15,15,4,8,9
"Fischbaer & Gächter 2010",81,413,7,4,4,13,15,5,17,1,0,6,0,0,1,2,2,3,4,4,5,6,6,7,8,8,9,10,10,11,12,12,13,15,4,15,11,10,15,15,1,4,8
"Fischbaer & Gächter 2010",81,413,8,4,1,13,15,3,15,1,0,6,0,0,1,2,2,3,4,4,5,6,6,7,8,8,9,10,10,11,12,12,13,15,4,15,11,15,10,15,5,1,4
"Fischbaer & Gächter 2010",81,413,9,4,3,13,15,7,19,1,0,6,0,0,1,2,2,3,4,4,5,6,6,7,8,8,9,10,10,11,12,12,13,15,4,15,11,15,15,10,3,5,1
"Fischbaer & Gächter 2010",81,413,10,4,2,13,15,2,13,1,0,6,0,0,1,2,2,3,4,4,5,6,6,7,8,8,9,10,10,11,12,12,13,15,4,15,11,15,15,15,7,3,5
"Fischbaer & Gächter 2010",82,414,1,4,1,14,10,17,34,1,0,10,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,20,12,5,10,10,,,,,,
"Fischbaer & Gächter 2010",82,414,2,4,5,14,15,7,19.8,1,0,16,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,20,12,8,10,10,10,,,17,,
"Fischbaer & Gächter 2010",82,414,3,4,6,14,10,4,19.2,1,0,11,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,20,12,6,10,10,15,10,,7,17,
"Fischbaer & Gächter 2010",82,414,4,4,5,14,5,3,21,1,0,8,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,20,12,4,10,10,10,15,10,4,7,17
"Fischbaer & Gächter 2010",82,414,5,4,6,14,8,13,31.2,1,0,5,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,20,12,3,10,10,5,10,15,3,4,7
"Fischbaer & Gächter 2010",82,414,6,4,2,14,12,5,18.4,1,0,9,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,20,12,5,10,10,8,5,10,13,3,4
"Fischbaer & Gächter 2010",82,414,7,4,5,14,1,8,29.4,1,0,8,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,20,12,4,10,10,12,8,5,5,13,3
"Fischbaer & Gächter 2010",82,414,8,4,1,14,5,7,25,1,0,8,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,20,12,4,10,10,1,12,8,8,5,13
"Fischbaer & Gächter 2010",82,414,9,4,3,14,5,10,29,1,0,8,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,20,12,4,10,10,5,1,12,7,8,5
"Fischbaer & Gächter 2010",82,414,10,4,3,14,1,0,19.8,1,0,9,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,20,12,5,10,10,5,5,1,10,7,8
"Fischbaer & Gächter 2010",83,415,1,4,3,15,5,10,29.4,1,0,6,3,7,10,9,10,8,11,14,15,15,16,16,16,16,18,18,18,18,19,19,20,8,11,5,6,,,,,,
"Fischbaer & Gächter 2010",83,415,2,4,4,15,9,16,33.8,1,0,9,3,7,10,9,10,8,11,14,15,15,16,16,16,16,18,18,18,18,19,19,20,8,15,5,6,5,,,10,,
"Fischbaer & Gächter 2010",83,415,3,4,3,15,3,8,27.4,1,0,12,3,7,10,9,10,8,11,14,15,15,16,16,16,16,18,18,18,18,19,19,20,8,16,5,6,9,5,,16,10,
"Fischbaer & Gächter 2010",83,415,4,4,3,15,3,11,31.4,1,0,8,3,7,10,9,10,8,11,14,15,15,16,16,16,16,18,18,18,18,19,19,20,8,15,5,6,3,9,5,8,16,10
"Fischbaer & Gächter 2010",83,415,5,4,2,15,2,5,25.2,1,0,8,3,7,10,9,10,8,11,14,15,15,16,16,16,16,18,18,18,18,19,19,20,8,15,5,6,3,3,9,11,8,16
"Fischbaer & Gächter 2010",83,415,6,4,4,15,3,2,20.6,1,0,5,3,7,10,9,10,8,11,14,15,15,16,16,16,16,18,18,18,18,19,19,20,8,8,5,6,2,3,3,5,11,8
"Fischbaer & Gächter 2010",83,415,7,4,2,15,2,11,32.4,1,0,3,3,7,10,9,10,8,11,14,15,15,16,16,16,16,18,18,18,18,19,19,20,8,9,5,6,3,2,3,2,5,11
"Fischbaer & Gächter 2010",83,415,8,4,3,15,2,6,25.6,1,0,6,3,7,10,9,10,8,11,14,15,15,16,16,16,16,18,18,18,18,19,19,20,8,11,5,6,2,3,2,11,2,5
"Fischbaer & Gächter 2010",83,415,9,4,6,15,2,2,20.8,1,0,6,3,7,10,9,10,8,11,14,15,15,16,16,16,16,18,18,18,18,19,19,20,8,11,5,6,2,2,3,6,11,2
"Fischbaer & Gächter 2010",83,415,10,4,4,15,1,6,26.2,1,0,3,3,7,10,9,10,8,11,14,15,15,16,16,16,16,18,18,18,18,19,19,20,8,9,5,6,2,2,2,2,6,11
"Fischbaer & Gächter 2010",84,416,1,4,2,16,10,1,14.8,3,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,,,,,,
"Fischbaer & Gächter 2010",84,416,2,4,1,16,12,10,24.8,3,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,10,,,1,,
"Fischbaer & Gächter 2010",84,416,3,4,5,16,11,9,23.8,3,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,12,10,,10,1,
